formula	Qf	Ax	Bx	Cx	Dx	Acn	Bcn	Ccn	Dcn	Air	Bir	Cir	Dir	Aap	Bap	Cap	Dap	Aen	Ben	Cen	Den	Amac	Bmac	Cmac	Dmac	Aaw	Baw	Caw	Daw	Aym	Bym	Cym	Dym	Ame	Bme	Cme	Dme	eps
Bi6Ti5TeO22	220	0.18	0.15	0.03	0.65	12	6	6	2	1.17	6.61	1.11	1.35	4.04	4.49	2.22	0.54	4.69	3.45	5.49	7.54	596	571	707	36.6	208.98	47.88	127.6	15.999	34	120.2	47.1	0	10.9	18.8	34.98	0.444	350
Ba4Sm9.33Ti18O54	10099	0.05	0.11	0.21	0.63	12	12	6	2	1.35	0.958	0.605	1.35	11.07	8.62	4.49	0.54	2.4	3.1	3.45	7.54	461	284	571	36.6	137.327	150.36	47.88	15.999	12.8	49.7	120.2	0	7.8	10.9	18.8	0.444	81.2
(Li0.5Nd0.5)WO4	4210	0.08	0.08	0.17	0.67	6	6	6	2	0.76	0.983	0.6	1.35	9.1	9.38	2.4	0.54	3.01	3	4.4	7.54	1.96	252	458	36.6	6.941	144.24	183.85	15.999	4.9	41.4	411	0	2.93	7.1	35	0.444	16.1
Zn2(Sn0.95Ti0.05)O4	76900	0.29	0.14	0.01	0.57	6	6	6	2	0.74	0.69	0.605	1.35	2.24	3.02	4.49	0.54	4.45	4.3	3.45	7.54	189	662	571	36.6	65.39	118.71	47.88	15.999	104.5	49.9	120.2	0	7.28	7.07	18.8	0.444	9.9
Ca(Eu0.5Nb0.5)O3	35800	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.17	10.42	1.35	6.22	8.38	4.45	0.54	2.2	3.1	4	7.54	468	299	441	36.6	40.078	151.965	92.906	15.999	19.6	18.2	104.9	0	8.6	10.5	26.8	0.444	25
Sr3YNb3O12	15300	0.16	0.05	0.16	0.63	12	6	6	2	1.44	1.04	10.42	1.35	7.6	5.57	4.45	0.54	2	3.19	4	7.54	373	396	441	36.6	87.62	88.906	92.906	15.999	15.7	66.3	104.9	0	8.2	11.5	26.8	0.444	34.9
Ba(Ca0.33Ta0.67)O3	27400	0.2	0.07	0.13	0.6	12	6	6	2	1.24	2	7.81	1.35	11.07	6.22	2.47	0.54	2.4	2.2	4.11	7.54	461	468	444	36.6	137.327	40.078	180.948	15.999	12.8	19.6	185.7	0	7.8	8.6	24.7	0.444	30
Ca(In0.5Nb0.5)O3	37900	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.75	10.42	1.35	6.22	5.01	4.45	0.54	2.2	3.1	4	7.54	468	638	441	36.6	40.078	114.82	92.906	15.999	19.6	10.6	104.9	0	8.6	3.26	26.8	0.444	29.6
LaSrAlO4	32820	0.14	0.14	0.14	0.57	9	9	6	2	1.216	1.31	0.535	1.35	8.68	7.6	5.23	0.54	3.1	2	3.23	7.54	202	373	152	36.6	138.906	87.62	26.982	15.999	37.9	15.7	70.6	0	10	8.2	10.5	0.444	15.3
Ba3LaTa3O12	22000	0.16	0.05	0.16	0.63	12	12	6	2	1.61	1.36	0.64	1.35	11.07	8.68	2.47	0.54	2.4	3.1	4.11	7.54	461	202	444	36.6	137.327	138.906	180.948	15.999	12.8	37.9	185.7	0	7.8	10	24.7	0.444	36.8
Li0.2Nd0.6TiO3	2400	0.04	0.12	0.21	0.62	12	12	6	2	0.92	0.983	0.605	1.35	9.1	9.38	4.49	0.54	3.01	3	3.45	7.54	1.96	252	571	36.6	6.941	144.24	47.88	15.999	4.9	41.4	120.2	0	2.93	7.1	18.8	0.444	88
SrSm2Al2O7	64700	0.08	0.17	0.17	0.58	12	6	6	2	1.44	1.098	5.61	1.35	7.6	8.62	5.23	0.54	2	3.1	3.23	7.54	373	284	152	36.6	87.62	150.36	26.982	15.999	15.7	49.7	70.6	0	8.2	10.9	10.5	0.444	21.6
Sr(Dy0.5Nb0.5)O3	32700	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.87	10.42	1.35	7.6	7.74	4.45	0.54	2	3.2	4	7.54	373	344	441	36.6	87.62	162.5	92.906	15.999	15.7	61.4	104.9	0	8.2	17.2	26.8	0.444	33
SrYb4Si3O13	11400	0.05	0.19	0.14	0.62	9	8	4	2	0.131	0.985	0.26	1.35	7.6	7.26	2.19	0.54	2	3.5	4.77	7.54	373	401	189	36.6	87.62	173.04	28.086	15.999	15.7	23.9	113	0	8.2	9.2	50.6	0.444	13.1
Ag(Nb0.25Ta0.75)O3	600	0.2	0.05	0.15	0.6	12	6	6	2	0.78	10.42	7.81	1.35	3.29	4.45	2.47	0.54	4.44	4	4.11	7.54	586	441	444	36.6	107.868	92.906	180.948	15.999	82.7	104.9	185.7	0	11.1	26.8	24.7	0.444	295
Li2.081Ti0.676Nb0.243O3	50000	0.35	0.11	0.04	0.5	8	6	6	2	1.06	0.745	10.42	1.35	9.1	4.49	4.45	0.54	3.01	3.45	4	7.54	1.96	571	441	36.6	6.941	47.88	92.906	15.999	4.9	120.2	104.9	0	2.93	18.8	26.8	0.444	20
Er2BaCuO5	12560	0.22	0.11	0.11	0.56	9	7	5	2	1.062	1.38	0.73	1.35	7.46	11.07	3.01	0.54	3.3	2.4	4.48	7.54	373	461	166	36.6	167.26	137.327	63.546	15.999	69.9	12.8	129.8	0	17.2	7.8	13	0.444	13.5
(Li0.5Nd0.5)TiO3	3100	0.1	0.1	0.2	0.6	12	12	6	2	0.92	0.983	0.605	1.35	9.1	9.38	4.49	0.54	3.01	3	3.45	7.54	1.96	252	571	36.6	6.941	144.24	47.88	15.999	4.9	41.4	120.2	0	2.93	7.1	18.8	0.444	80
La5Zn0.5Ti3.5O15	23000	0.21	0.02	0.15	0.62	12	6	6	2	1.36	0.74	0.605	1.35	8.68	2.24	4.49	0.54	3.1	4.45	3.45	7.54	202	189	571	36.6	138.906	65.39	47.88	15.999	37.9	104.5	120.2	0	10	7.28	18.8	0.444	36.5
NaAgMoO4	33000	0.14	0.14	0.14	0.57	8	8	6	2	1.18	1.15	0.59	1.35	11.8	3.29	4.08	0.54	2.85	4.44	3.9	7.54	95.3	586	163	36.6	22.99	107.868	95.94	15.999	6.8	82.7	324.8	0	2.64	11.1	28	0.444	7.9
BaPr2Ti5O14	9000	0.05	0.09	0.23	0.64	12	12	6	2	1.35	0.99	0.605	1.35	11.07	9.92	4.49	0.54	2.4	3	3.45	7.54	461	236	571	36.6	137.327	140.908	47.88	15.999	12.8	37.3	120.2	0	7.8	11.3	18.8	0.444	84
Ba11TiNb8O33	27000	0.21	0.02	0.15	0.62	12	6	6	2	1.61	0.605	0.64	1.35	11.07	4.49	4.45	0.54	2.4	3.45	4	7.54	461	571	441	36.6	137.327	47.88	92.906	15.999	12.8	120.2	104.9	0	7.8	18.8	26.8	0.444	42.3
Sr2CaSi2O7	13500	0.17	0.08	0.17	0.58	8	4	4	2	1.26	1	0.26	1.35	7.6	6.22	2.19	0.54	2	2.2	4.77	7.54	373	468	189	36.6	87.62	40.078	28.086	15.999	15.7	19.6	113	0	8.2	8.6	50.6	0.444	11
Ba2Sr3Ta4O15	2400	0.08	0.12	0.17	0.62	12	12	6	2	1.61	1.44	0.64	1.35	11.07	7.6	2.47	0.54	2.4	2	4.11	7.54	461	373	444	36.6	137.327	87.62	180.948	15.999	12.8	15.7	185.7	0	7.8	8.2	24.7	0.444	35.2
(NaBi)0.5MoO4	12300	0.08	0.08	0.17	0.67	12	6	6	2	1.39	2.91	10.17	1.35	11.8	4.04	4.08	0.54	2.85	4.69	3.9	7.54	95.3	596	163	36.6	22.99	208.98	95.94	15.999	6.8	34	324.8	0	2.64	10.9	28	0.444	34.4
Ca(Pr0.5Ta0.5)O3	22200	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.13	7.81	1.35	6.22	9.92	2.47	0.54	2.2	3	4.11	7.54	468	236	444	36.6	40.078	140.908	180.948	15.999	19.6	37.3	185.7	0	8.6	11.3	24.7	0.444	24
Ba2MgWO6	45200	0.2	0.1	0.1	0.6	12	6	6	2	1.24	0.86	14.29	1.35	11.07	3.18	2.4	0.54	2.4	8.3	4.4	7.54	461	121	458	36.6	137.327	24.305	183.85	15.999	12.8	44.7	411	0	7.8	8.9	35	0.444	17.6
Sr(Er0.5Ta0.5)O3	22100	0.2	0.1	0.1	0.6	12	6	6	2	1.44	3.37	7.81	1.35	7.6	7.46	2.47	0.54	2	3.3	4.11	7.54	373	373	444	36.6	87.62	167.26	180.948	15.999	15.7	69.9	185.7	0	8.2	17.2	24.7	0.444	27
Ba10Co0.25Ta7.9O30	36700	0.21	0.01	0.16	0.62	12	6	6	2	1.24	2.99	7.81	1.35	11.07	3.01	2.47	0.54	2.4	4.3	4.11	7.54	461	125	444	36.6	137.327	58.933	180.948	15.999	12.8	211	185.7	0	7.8	16.3	24.7	0.444	29.7
Ca(Ho0.5Ta0.5)O3	23700	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.33	7.81	1.35	6.22	7.58	2.47	0.54	2.2	3.3	4.11	7.54	468	359	444	36.6	40.078	164.93	180.948	15.999	19.6	64.8	185.7	0	8.6	17.2	24.7	0.444	28
Ba(Y0.5Ta0.5)O3	38500	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.04	7.81	1.35	11.07	5.57	2.47	0.54	2.4	3.19	4.11	7.54	461	396	444	36.6	137.327	88.906	180.948	15.999	12.8	66.3	185.7	0	7.8	11.5	24.7	0.444	30.5
(Li0.5Y0.5)MoO4	10400	0.08	0.08	0.17	0.67	8	6	6	2	1.06	1.04	10.17	1.35	9.1	5.57	4.08	0.54	3.01	3.19	3.9	7.54	1.96	396	163	36.6	6.941	88.906	95.94	15.999	4.9	66.3	324.8	0	2.93	11.5	28	0.444	18.8
LiInSiO4	12600	0.14	0.14	0.14	0.57	6	6	4	2	0.76	0.8	0.4	1.35	9.1	5.01	2.19	0.54	3.01	3.1	4.77	7.54	1.96	638	189	36.6	6.941	114.82	28.086	15.999	4.9	10.6	113	0	2.93	3.26	50.6	0.444	8.2
BiNb0.6Sb0.4O4	9500	0.17	0.1	0.07	0.67	6	6	6	2	1.17	10.42	8.33	1.35	4.04	4.45	2.37	0.54	4.69	4	4.85	7.54	596	441	288	36.6	208.98	92.906	121.75	15.999	34	104.9	54.7	0	10.9	26.8	39.7	0.444	40.7
Ba(Yb0.5Nb0.5)O3	16500	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.008	10.42	1.35	11.07	7.26	4.45	0.54	2.4	3.5	4	7.54	461	401	441	36.6	137.327	173.04	92.906	15.999	12.8	23.9	104.9	0	7.8	9.2	26.8	0.444	30
(Zn0.3Co0.7)TiO3	80000	0.06	0.14	0.2	0.6	12	6	6	2	0.9	2.99	6.61	1.35	2.24	3.01	4.49	0.54	4.45	4.3	3.45	7.54	189	125	571	36.6	65.39	58.933	47.88	15.999	104.5	211	120.2	0	7.28	16.3	18.8	0.444	22
Sr(Dy0.5Ta0.5)O3	34200	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.87	7.81	1.35	7.6	7.74	2.47	0.54	2	3.2	4.11	7.54	373	344	444	36.6	87.62	162.5	180.948	15.999	15.7	61.4	185.7	0	8.2	17.2	24.7	0.444	28
Sm(W0.5Ti1.5)O6	35500	0.11	0.06	0.17	0.67	12	6	6	2	1.32	0.74	6.61	1.35	8.62	2.4	4.49	0.54	3.1	4.4	3.45	7.54	284	458	571	36.6	150.36	183.85	47.88	15.999	49.7	411	120.2	0	10.9	35	18.8	0.444	39.4
(Nd0.5Na0.5)TiO3	2700	0.1	0.1	0.2	0.6	12	12	6	2	1.35	0.605	1.16	1.35	11.8	9.38	4.49	0.54	2.85	3	3.45	7.54	95.3	252	571	36.6	22.99	144.24	47.88	15.999	6.8	41.4	120.2	0	2.64	7.1	18.8	0.444	98
SrNd4Si3O13	21000	0.05	0.19	0.14	0.62	9	8	4	2	1.31	1.109	0.4	1.35	7.6	9.38	2.19	0.54	2	3	4.77	7.54	373	252	189	36.6	87.62	144.24	28.086	15.999	15.7	41.4	113	0	8.2	7.1	50.6	0.444	15.5
Ba(Ho0.5Ta0.5)O3	21900	0.2	0.1	0.1	0.6	12	6	6	2	1.24	3.33	7.81	1.35	11.07	7.58	2.47	0.54	2.4	3.3	4.11	7.54	461	359	444	36.6	137.327	164.93	180.948	15.999	12.8	64.8	185.7	0	7.8	17.2	24.7	0.444	39.6
Bi3FeMo2O12	14500	0.17	0.06	0.11	0.67	6	6	6	2	1.17	3.28	10.17	1.35	4.04	3.07	4.08	0.54	4.69	4.06	3.9	7.54	596	108	163	36.6	208.98	55.847	95.94	15.999	34	208	324.8	0	10.9	13.8	28	0.444	27.2
Cu0.5Ti0.5NbO4	11000	0.08	0.08	0.17	0.67	6	6	6	2	0.73	0.605	0.64	1.35	3.01	4.49	4.45	0.54	4.48	3.45	4	7.54	166	571	441	36.6	63.546	47.88	92.906	15.999	129.8	120.2	104.9	0	13	18.8	26.8	0.444	71.2
Tm2BaCuO5	14400	0.22	0.11	0.11	0.56	11	7	5	2	1.052	1.38	0.73	1.35	7.35	11.07	3.01	0.54	3.4	2.4	4.48	7.54	387	461	166	36.6	168.934	137.327	63.546	15.999	74	12.8	129.8	0	18.4	7.8	13	0.444	12.8
Eu2BaZnO5	23360	0.22	0.11	0.11	0.56	9	7	5	2	1.13	1.38	0.68	1.35	8.38	11.07	2.24	0.54	3.1	2.4	4.45	7.54	299	461	189	36.6	151.965	137.327	65.39	15.999	18.2	12.8	104.5	0	10.5	7.8	7.28	0.444	18.1
Ba16Nb12TiO48	29000	0.21	0.16	0.01	0.62	12	6	6	2	1.61	0.64	0.605	1.35	11.07	4.45	4.49	0.54	2.4	4	3.45	7.54	461	441	571	36.6	137.327	92.906	47.88	15.999	12.8	104.9	120.2	0	7.8	26.8	18.8	0.444	42.9
Ca(Eu0.5Ta0.5)O3	23600	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.17	7.81	1.35	6.22	8.38	2.47	0.54	2.2	3.1	4.11	7.54	468	299	444	36.6	40.078	151.965	180.948	15.999	19.6	18.2	185.7	0	8.6	10.5	24.7	0.444	26.8
SrTm4Si3O13	14400	0.05	0.19	0.14	0.62	9	8	4	2	0.131	0.994	0.26	1.35	7.6	7.35	2.19	0.54	2	3.4	4.77	7.54	373	387	189	36.6	87.62	168.934	28.086	15.999	15.7	74	113	0	8.2	18.4	50.6	0.444	11.2
Sr(Nd0.5Ta0.5)O3	25000	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.123	7.81	1.35	7.6	9.38	2.47	0.54	2	3	4.11	7.54	373	252	444	36.6	87.62	144.24	180.948	15.999	15.7	41.4	185.7	0	8.2	7.1	24.7	0.444	27.1
NdTiTaO6	26400	0.11	0.11	0.11	0.67	9	6	6	2	1.179	0.745	0.64	1.35	9.38	4.49	2.47	0.54	3	3.45	4.11	7.54	252	571	444	36.6	144.24	47.88	180.948	15.999	41.4	120.2	185.7	0	7.1	18.8	24.7	0.444	43.1
Ca(Sm0.5Ta0.5)O3	26500	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.098	7.81	1.35	6.22	8.62	2.47	0.54	2.2	3.1	4.11	7.54	468	284	444	36.6	40.078	150.36	180.948	15.999	19.6	49.7	185.7	0	8.6	10.9	24.7	0.444	19.6
Sr(Ho0.5Nb0.5)O3	20400	0.2	0.1	0.1	0.6	12	6	6	2	1.44	3.33	10.42	1.35	7.6	7.58	4.45	0.54	2	3.3	4	7.54	373	359	441	36.6	87.62	164.93	92.906	15.999	15.7	64.8	104.9	0	8.2	17.2	26.8	0.444	32
PrTiNbO6	12300	0.11	0.11	0.11	0.67	6	6	6	2	0.99	0.605	0.64	1.35	9.92	4.49	4.45	0.54	3	3.45	4	7.54	236	571	441	36.6	140.908	47.88	92.906	15.999	37.3	120.2	104.9	0	11.3	18.8	26.8	0.444	53
Ca(Sm0.5Nb0.5)O3	24500	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.098	10.42	1.35	6.22	8.62	4.45	0.54	2.2	3.1	4	7.54	468	284	441	36.6	40.078	150.36	92.906	15.999	19.6	49.7	104.9	0	8.6	10.9	26.8	0.444	20.9
Ba(In0.5Ta0.5)O3	35500	0.2	0.1	0.1	0.6	12	6	6	2	1.24	3.75	7.81	1.35	11.07	5.01	2.47	0.54	2.4	3.1	4.11	7.54	461	638	444	36.6	137.327	114.82	180.948	15.999	12.8	10.6	185.7	0	7.8	3.26	24.7	0.444	37.2
Ba(Dy0.5Nb0.5)O3	20600	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.87	10.42	1.35	11.07	7.74	4.45	0.54	2.4	3.2	4	7.54	461	344	441	36.6	137.327	162.5	92.906	15.999	12.8	61.4	104.9	0	7.8	17.2	26.8	0.444	38.9
Ba(Sc0.5Nb0.5)O3	20000	0.2	0.1	0.1	0.6	12	6	6	2	1.24	0.885	10.42	1.35	11.07	5.09	4.45	0.54	2.4	3.34	4	7.54	461	513	441	36.6	137.327	44.956	92.906	15.999	12.8	74.4	104.9	0	7.8	15.77	26.8	0.444	35.7
(La0.44Sr0.33)TiO3	7500	0.07	0.09	0.21	0.63	12	12	6	2	1.18	1.36	0.605	1.35	7.6	8.68	4.49	0.54	2	3.1	3.45	7.54	373	202	571	36.6	87.62	138.906	47.88	15.999	15.7	37.9	120.2	0	8.2	10	18.8	0.444	80
Ba(Pr0.5Nb0.5)O3	28500	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.13	10.42	1.35	11.07	9.92	4.45	0.54	2.4	3	4	7.54	461	236	441	36.6	137.327	140.908	92.906	15.999	12.8	37.3	104.9	0	7.8	11.3	26.8	0.444	44.5
Ca(Dy0.5Nb0.5)O3	32500	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.87	10.42	1.35	6.22	7.74	4.45	0.54	2.2	3.2	4	7.54	468	344	441	36.6	40.078	162.5	92.906	15.999	19.6	61.4	104.9	0	8.6	17.2	26.8	0.444	32
DyTiNbO6	19100	0.11	0.11	0.11	0.67	6	6	6	2	1.07	0.605	0.64	1.35	7.74	4.49	4.45	0.54	3.2	3.45	4	7.54	344	571	441	36.6	162.5	47.88	92.906	15.999	61.4	120.2	104.9	0	17.2	18.8	26.8	0.444	22
Sr(Ca0.33Ta0.67)O3	27300	0.2	0.07	0.13	0.6	12	6	6	2	1.44	2	7.81	1.35	7.6	6.22	2.47	0.54	2	2.2	4.11	7.54	373	468	444	36.6	87.62	40.078	180.948	15.999	15.7	19.6	185.7	0	8.2	8.6	24.7	0.444	22
Bi(Sb0.6Ta0.4)O4	35000	0.17	0.1	0.07	0.67	6	6	6	2	1.17	0.8	7.81	1.35	4.04	2.37	2.47	0.54	4.69	4.85	4.11	7.54	596	288	444	36.6	208.98	121.75	180.948	15.999	34	54.7	185.7	0	10.9	39.7	24.7	0.444	27
Ca(Y0.5Nb0.5)O3	35000	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.04	10.42	1.35	6.22	5.57	4.45	0.54	2.2	3.19	4	7.54	468	396	441	36.6	40.078	88.906	92.906	15.999	19.6	66.3	104.9	0	8.6	11.5	26.8	0.444	31
Ba3NiSb2O9	41840	0.2	0.07	0.13	0.6	12	6	6	2	1.24	0.83	8.33	1.35	11.07	3.12	2.37	0.54	2.4	4.4	4.85	7.54	461	144	288	36.6	137.327	58.69	121.75	15.999	12.8	199.5	54.7	0	7.8	17.2	39.7	0.444	14
Ca5Mg4(VO4)6	53300	0.13	0.1	0.15	0.62	10	4	4	2	1.37	0.72	0.355	1.35	6.22	3.18	4.48	0.54	2.2	8.3	3.6	7.54	468	121	68.4	36.6	40.078	24.305	50.942	15.999	19.6	44.7	127.6	0	8.6	8.9	17.5	0.444	9.2
Mg0.95Ni0.05Ti2O5	50000	0.12	0.01	0.25	0.62	12	6	6	2	1.1	0.83	6.61	1.35	3.18	3.12	4.49	0.54	8.3	4.4	3.45	7.54	121	144	571	36.6	24.305	58.69	47.88	15.999	44.7	199.5	120.2	0	8.9	17.2	18.8	0.444	18.8
Sm2BaZnO5	35500	0.22	0.11	0.11	0.56	12	6	6	2	1.32	1.48	2.7	1.35	8.62	11.07	2.24	0.54	3.1	2.4	4.45	7.54	284	461	189	36.6	150.36	137.327	65.39	15.999	49.7	12.8	104.5	0	10.9	7.8	7.28	0.444	18.5
Ni0.15Nb0.3Ti0.55O2	12800	0.05	0.1	0.18	0.67	12	12	6	2	0.69	0.72	0.605	1.35	3.12	4.45	4.49	0.54	4.4	4	3.45	7.54	144	441	571	36.6	58.69	92.906	47.88	15.999	199.5	104.9	120.2	0	17.2	26.8	18.8	0.444	75
Ba(Ho0.5Nb0.5)O3	21600	0.2	0.1	0.1	0.6	12	6	6	2	1.24	3.33	10.42	1.35	11.07	7.58	4.45	0.54	2.4	3.3	4	7.54	461	359	441	36.6	137.327	164.93	92.906	15.999	12.8	64.8	104.9	0	7.8	17.2	26.8	0.444	38
Pb0.65Ca.35ZrO3	1260	0.13	0.07	0.2	0.6	12	12	6	2	1.49	1	0.72	1.35	4.16	6.22	4.63	0.54	3.9	2.2	3.64	7.54	579	468	419	36.6	207.2	40.078	91.224	15.999	16.1	19.6	98	0	4.81	8.6	19.2	0.444	118
Pb0.65Ca0.35ZrO3	1260	0.13	0.07	0.2	0.6	12	12	6	2	1.49	1	0.72	1.35	4.16	6.22	4.63	0.54	3.9	2.2	3.64	7.54	579	468	419	36.6	207.2	40.078	91.224	15.999	16.1	19.6	98	0	4.81	8.6	19.2	0.444	118
Bi(V0.008Nb0.992)O4	18500	0.17	0	0.17	0.67	6	6	6	2	1.17	0.68	10.42	1.35	4.04	4.48	4.45	0.54	4.69	3.6	4	7.54	596	68.4	441	36.6	208.98	50.942	92.906	15.999	34	127.6	104.9	0	10.9	17.5	26.8	0.444	40
Pb0.95Ca.05ZrO3	720	0.19	0.01	0.2	0.6	12	12	6	2	1.49	1	0.72	1.35	4.16	6.22	4.63	0.54	3.9	2.2	3.64	7.54	579	468	419	36.6	207.2	40.078	91.224	15.999	16.1	19.6	98	0	4.81	8.6	19.2	0.444	112
Ca2Zn4Ti16O38	31600	0.03	0.07	0.27	0.63	12	6	7.5	2	1.34	0.74	0.605	1.35	6.22	2.24	4.49	0.54	2.2	4.45	3.45	7.54	468	189	571	36.6	40.078	65.39	47.88	15.999	19.6	104.5	120.2	0	8.6	7.28	18.8	0.444	48.4
Ba21Nb16TiO63	19000	0.21	0.16	0.01	0.62	12	6	6	2	1.61	0.64	0.605	1.35	11.07	4.45	4.49	0.54	2.4	4	3.45	7.54	461	441	571	36.6	137.327	92.906	47.88	15.999	12.8	104.9	120.2	0	7.8	26.8	18.8	0.444	42.7
Pb0.5Ca0.5ZrO3	3900	0.1	0.1	0.2	0.6	12	12	6	2	1.49	1	0.72	1.35	4.16	6.22	4.63	0.54	3.9	2.2	3.64	7.54	579	468	419	36.6	207.2	40.078	91.224	15.999	16.1	19.6	98	0	4.81	8.6	19.2	0.444	74
